away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
?,Plzen,Aug 05,?,Rangers,Europe: Champions League - Qualification,6316294,,"{""@status"": ""18:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:45"", ""@commentary_available"": ""1005"", ""@heatmap"": """", ""@venue"": ""Ibrox Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721356"", ""@fix_id"": ""4228753"", ""@id"": ""6316294"", ""localteam"": {""@name"": ""Rangers"", ""@goals"": ""?"", ""@id"": ""15113""}, ""visitorteam"": {""@name"": ""Plzen"", ""@goals"": ""?"", ""@id"": ""8649""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721356,18:45,18:45,Ibrox Stadium
?,Maccabi Tel Aviv,Aug 05,?,Hamrun,Europe: Europa League - Qualification,6316286,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": ""1007"", ""@heatmap"": """", ""@venue"": ""Ta&amp;apos;Qali National Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721373"", ""@fix_id"": ""4228770"", ""@id"": ""6316286"", ""localteam"": {""@name"": ""Hamrun"", ""@goals"": ""?"", ""@id"": ""12852""}, ""visitorteam"": {""@name"": ""Maccabi Tel Aviv"", ""@goals"": ""?"", ""@id"": ""11706""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721373,17:00,17:00,Ta&amp;apos;Qali National Stadium
?,Neman,Aug 05,?,Klaksvik,Europe: Conference League - Qualification,6316637,,"{""@status"": ""18:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:45"", ""@commentary_available"": ""18853"", ""@heatmap"": """", ""@venue"": ""T\u00f3rsv\u00f8llur"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3721318"", ""@fix_id"": ""4228715"", ""@id"": ""6316637"", ""localteam"": {""@name"": ""Klaksvik"", ""@goals"": ""?"", ""@id"": ""9605""}, ""visitorteam"": {""@name"": ""Neman"", ""@goals"": ""?"", ""@id"": ""6711""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3721318,18:45,18:45,Tórsvøllur
?,Inter Turkspor Kiel,Aug 05,?,Eutin,Germany: Oberliga Schleswig-Holstein,6220609,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Sportanlage Waldeck"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3705447"", ""@fix_id"": ""4212841"", ""@id"": ""6220609"", ""localteam"": {""@name"": ""Eutin"", ""@goals"": ""?"", ""@id"": ""23699""}, ""visitorteam"": {""@name"": ""Inter Turkspor Kiel"", ""@goals"": ""?"", ""@id"": ""28189""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3705447,17:00,17:00,Sportanlage Waldeck
?,Preussen Reinfeld,Aug 05,?,Oldenburger,Germany: Oberliga Schleswig-Holstein,6220610,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Hans-Peter-Storm-Stadion"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3705338"", ""@fix_id"": ""4212732"", ""@id"": ""6220610"", ""localteam"": {""@name"": ""Oldenburger"", ""@goals"": ""?"", ""@id"": ""24815""}, ""visitorteam"": {""@name"": ""Preussen Reinfeld"", ""@goals"": ""?"", ""@id"": ""31497""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3705338,17:00,17:00,Hans-Peter-Storm-Stadion
?,Curslack-Neuengamme,Aug 05,?,ETSV Hamburg,Germany: Oberliga Hamburg,6203570,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Kunstrasenplatz Mittlerer Landweg"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703078"", ""@fix_id"": ""4210472"", ""@id"": ""6203570"", ""localteam"": {""@name"": ""ETSV Hamburg"", ""@goals"": ""?"", ""@id"": ""37805""}, ""visitorteam"": {""@name"": ""Curslack-Neuengamme"", ""@goals"": ""?"", ""@id"": ""10328""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703078,17:00,17:00,Kunstrasenplatz Mittlerer Landweg
?,Sasel,Aug 05,?,Halstenbek-Rellingen,Germany: Oberliga Hamburg,6218307,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Jacob-Thode-Platz"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703077"", ""@fix_id"": ""4210471"", ""@id"": ""6218307"", ""localteam"": {""@name"": ""Halstenbek-Rellingen"", ""@goals"": ""?"", ""@id"": ""10418""}, ""visitorteam"": {""@name"": ""Sasel"", ""@goals"": ""?"", ""@id"": ""19404""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703077,17:00,17:00,Jacob-Thode-Platz
?,Eimsbutteler,Aug 05,?,HEBC Hamburg,Germany: Oberliga Hamburg,6314160,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Professor-Reinm\u00fcller-Platz"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703231"", ""@fix_id"": ""4210625"", ""@id"": ""6314160"", ""localteam"": {""@name"": ""HEBC Hamburg"", ""@goals"": ""?"", ""@id"": ""29677""}, ""visitorteam"": {""@name"": ""Eimsbutteler"", ""@goals"": ""?"", ""@id"": ""19234""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703231,17:00,17:00,Professor-Reinmüller-Platz
?,Dassendorf,Aug 05,?,HT 16,Germany: Oberliga Hamburg,6314161,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Kunstrasenplatz Legienstra\u00dfe"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3703075"", ""@fix_id"": ""4210469"", ""@id"": ""6314161"", ""localteam"": {""@name"": ""HT 16"", ""@goals"": ""?"", ""@id"": ""42442""}, ""visitorteam"": {""@name"": ""Dassendorf"", ""@goals"": ""?"", ""@id"": ""22174""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703075,17:00,17:00,Kunstrasenplatz Legienstraße
?,Turkiye Wilhelmsburg,Aug 05,?,Niendorfer TSV,Germany: Oberliga Hamburg,6315193,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6315193"", ""localteam"": {""@name"": ""Niendorfer TSV"", ""@goals"": ""?"", ""@id"": ""10521""}, ""visitorteam"": {""@name"": ""Turkiye Wilhelmsburg"", ""@goals"": ""?"", ""@id"": ""24722""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:00,17:00,
?,Tesla Hamburg,Aug 05,?,Suderelbe,Germany: Oberliga Hamburg,6314162,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Sportanlage Kiesbarg"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703079"", ""@fix_id"": ""4210473"", ""@id"": ""6314162"", ""localteam"": {""@name"": ""Suderelbe"", ""@goals"": ""?"", ""@id"": ""23622""}, ""visitorteam"": {""@name"": ""Tesla Hamburg"", ""@goals"": ""?"", ""@id"": ""42443""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703079,17:00,17:00,Sportanlage Kiesbarg
?,Harksheide,Aug 05,?,Teutonia Ottensen,Germany: Oberliga Hamburg,6311720,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Gottfried-T\u00f6nsfeld Sportplatz"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703080"", ""@fix_id"": ""4210474"", ""@id"": ""6311720"", ""localteam"": {""@name"": ""Teutonia Ottensen"", ""@goals"": ""?"", ""@id"": ""27998""}, ""visitorteam"": {""@name"": ""Harksheide"", ""@goals"": ""?"", ""@id"": ""36741""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703080,17:00,17:00,Gottfried-Tönsfeld Sportplatz
?,Vorwarts-Wacker,Aug 05,?,Paloma,Germany: Oberliga Hamburg,6203571,,"{""@status"": ""17:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Jonny Rehbein Sportplatz"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3703082"", ""@fix_id"": ""4210476"", ""@id"": ""6203571"", ""localteam"": {""@name"": ""Paloma"", ""@goals"": ""?"", ""@id"": ""10540""}, ""visitorteam"": {""@name"": ""Vorwarts-Wacker"", ""@goals"": ""?"", ""@id"": ""10662""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3703082,17:30,17:30,Jonny Rehbein Sportplatz
?,FC Schwaig,Aug 05,?,Geretsried,Germany: Oberliga Bayern Süd,6293245,,"{""@status"": ""16:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Isaraustadion"", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": ""3702818"", ""@fix_id"": ""4210212"", ""@id"": ""6293245"", ""localteam"": {""@name"": ""Geretsried"", ""@goals"": ""?"", ""@id"": ""41767""}, ""visitorteam"": {""@name"": ""FC Schwaig"", ""@goals"": ""?"", ""@id"": ""37797""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3702818,16:30,16:30,Isaraustadion
?,Valur,Aug 05,?,Akranes,Iceland: Besta Deild Karla,6220506,,"{""@status"": ""19:15"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""19:15"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""ELKEM v\u00f6llurinn"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3634322"", ""@fix_id"": ""4141688"", ""@id"": ""6220506"", ""localteam"": {""@name"": ""Akranes"", ""@goals"": ""?"", ""@id"": ""11280""}, ""visitorteam"": {""@name"": ""Valur"", ""@goals"": ""?"", ""@id"": ""11310""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3634322,19:15,19:15,ELKEM völlurinn
?,Grotta,Aug 05,?,Hottur / Huginn,Iceland: Fotbolti.Net Cup,6292012,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6292012"", ""localteam"": {""@name"": ""Hottur / Huginn"", ""@goals"": ""?"", ""@id"": ""30818""}, ""visitorteam"": {""@name"": ""Grotta"", ""@goals"": ""?"", ""@id"": ""11274""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:00,17:00,
?,Olafsvik,Aug 05,?,KFA,Iceland: Fotbolti.Net Cup,6292013,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6292013"", ""localteam"": {""@name"": ""KFA"", ""@goals"": ""?"", ""@id"": ""35807""}, ""visitorteam"": {""@name"": ""Olafsvik"", ""@goals"": ""?"", ""@id"": ""11312""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,17:00,17:00,
?,Ymir,Aug 05,?,Kormakur/Hvot,Iceland: Fotbolti.Net Cup,6292014,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6292014"", ""localteam"": {""@name"": ""Kormakur/Hvot"", ""@goals"": ""?"", ""@id"": ""20524""}, ""visitorteam"": {""@name"": ""Ymir"", ""@goals"": ""?"", ""@id"": ""19540""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,18:00,18:00,
?,KFG Gardabaer,Aug 05,?,Tindastoll,Iceland: Fotbolti.Net Cup,6292015,,"{""@status"": ""18:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""18:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""False"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6292015"", ""localteam"": {""@name"": ""Tindastoll"", ""@goals"": ""?"", ""@id"": ""11306""}, ""visitorteam"": {""@name"": ""KFG Gardabaer"", ""@goals"": ""?"", ""@id"": ""19518""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,18:00,18:00,
2,Kalighat SL,Aug 05,1,Kalighat,India: Calcutta Premier Division,6317126,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""09:30"", ""@commentary_available"": """", ""@venue"": """", ""@v"": ""150"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6317126"", ""localteam"": {""@name"": ""Kalighat"", ""@goals"": ""1"", ""@id"": ""31644""}, ""visitorteam"": {""@name"": ""Kalighat SL"", ""@goals"": ""2"", ""@id"": ""40474""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""15"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""B. S. Thingnam"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171261""}, {""@type"": ""goal"", ""@minute"": ""25"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Letkhontinchon"", ""@result"": ""[1 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171262""}, {""@type"": ""goal"", ""@minute"": ""32"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Letkhontinchon"", ""@result"": ""[1 - 2]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171263""}]}, ""ht"": {""@score"": ""[1-2]""}, ""ft"": {""@score"": ""[1-2]""}}",sport_soccernew/home,,FT,09:30,
2,Calcutta Customs,Aug 05,2,Suruchi Sangha,India: Calcutta Premier Division,6317127,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""09:30"", ""@commentary_available"": """", ""@venue"": """", ""@v"": ""150"", ""@static_id"": ""3722828"", ""@fix_id"": ""4230225"", ""@id"": ""6317127"", ""localteam"": {""@name"": ""Suruchi Sangha"", ""@goals"": ""2"", ""@id"": ""40472""}, ""visitorteam"": {""@name"": ""Calcutta Customs"", ""@goals"": ""2"", ""@id"": ""28475""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""12"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""S. Shome"", ""@result"": ""[0 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171271""}, {""@type"": ""goal"", ""@minute"": ""25"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. Haokip"", ""@result"": ""[1 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171272""}, {""@type"": ""goal"", ""@minute"": ""63"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""D. Basak"", ""@result"": ""[2 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171273""}, {""@type"": ""goal"", ""@minute"": ""90"", ""@extra_min"": ""7"", ""@team"": ""visitorteam"", ""@player"": ""(o.g.)"", ""@result"": ""[2 - 2]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63171274""}]}, ""ht"": {""@score"": ""[1-1]""}, ""ft"": {""@score"": ""[2-2]""}}",sport_soccernew/home,3722828,FT,09:30,
0,Nepal Army,Aug 05,1,Army Red,India: Durand Cup,6310988,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""10:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@v"": ""120"", ""@coveredLive"": ""True"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6310988"", ""localteam"": {""@name"": ""Army Red"", ""@goals"": ""1"", ""@id"": ""11318""}, ""visitorteam"": {""@name"": ""Nepal Army"", ""@goals"": ""0"", ""@id"": ""18763""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""21"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""C. Kamei"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63109881""}, {""@type"": ""redcard"", ""@minute"": ""29"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": """", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63109882""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[1-0]""}}",sport_soccernew/home,,FT,10:30,
?,ATM FA,Aug 05,?,Rangdajied United,India: Durand Cup,6311410,,"{""@status"": ""13:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""13:30"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6311410"", ""localteam"": {""@name"": ""Rangdajied United"", ""@goals"": ""?"", ""@id"": ""22674""}, ""visitorteam"": {""@name"": ""ATM FA"", ""@goals"": ""?"", ""@id"": ""12774""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,13:30,13:30,
?,Hapoel Petah Tikva,Aug 05,?,SC Ashdod,Israel: Toto Cup,6201064,,"{""@status"": ""16:45"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""16:45"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Yud-Alef Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3701898"", ""@fix_id"": ""4209292"", ""@id"": ""6201064"", ""localteam"": {""@name"": ""SC Ashdod"", ""@goals"": ""?"", ""@id"": ""11627""}, ""visitorteam"": {""@name"": ""Hapoel Petah Tikva"", ""@goals"": ""?"", ""@id"": ""11668""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3701898,16:45,16:45,Yud-Alef Stadium
?,Hapoel Tel Aviv,Aug 05,?,Netanya,Israel: Toto Cup,6201062,,"{""@status"": ""17:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""17:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": ""Netanya Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3701899"", ""@fix_id"": ""4209293"", ""@id"": ""6201062"", ""localteam"": {""@name"": ""Netanya"", ""@goals"": ""?"", ""@id"": ""11703""}, ""visitorteam"": {""@name"": ""Hapoel Tel Aviv"", ""@goals"": ""?"", ""@id"": ""11671""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3701899,17:00,17:00,Netanya Stadium
2,Juarez W,Aug 04,0,Atl. San Luis W,Mexico: Liga Mx Women - Apertura,6307126,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 04"", ""@formatted_date"": ""04.08.2025"", ""@time"": ""23:00"", ""@commentary_available"": """", ""@venue"": ""Estadio Alfonso Lastras Ram\u00edrez"", ""@v"": ""150"", ""@static_id"": ""3696151"", ""@fix_id"": ""4203536"", ""@id"": ""6307126"", ""localteam"": {""@name"": ""Atl. San Luis W"", ""@goals"": ""0"", ""@id"": ""33588""}, ""visitorteam"": {""@name"": ""Juarez W"", ""@goals"": ""2"", ""@id"": ""33580""}, ""events"": {""event"": [{""@type"": ""yellowcard"", ""@minute"": ""24"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Higuera"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63071261""}, {""@type"": ""yellowcard"", ""@minute"": ""32"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""V. Lopez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63071262""}, {""@type"": ""goal"", ""@minute"": ""34"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""L. Mercado"", ""@result"": ""[0 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63071263""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Lopez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Bello"", ""@assistid"": """", ""@eventid"": ""63071264""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""M. Flores"", ""@result"": """", ""@playerId"": """", ""@assist"": ""R. Contreras"", ""@assistid"": """", ""@eventid"": ""63071265""}, {""@type"": ""subst"", ""@minute"": ""66"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Hernandez-Represa"", ""@result"": """", ""@playerId"": """", ""@assist"": ""K. L. Cano Garcia"", ""@assistid"": """", ""@eventid"": ""63071266""}, {""@type"": ""subst"", ""@minute"": ""66"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""E. Jaimes"", ""@result"": """", ""@playerId"": """", ""@assist"": ""E. Higuera"", ""@assistid"": """", ""@eventid"": ""63071267""}, {""@type"": ""yellowcard"", ""@minute"": ""70"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. A. Casarez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63071268""}, {""@type"": ""yellowred"", ""@minute"": ""70"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""V. Lopez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63071269""}, {""@type"": ""subst"", ""@minute"": ""75"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""M. Zuazua"", ""@result"": """", ""@playerId"": """", ""@assist"": ""N. Duarte"", ""@assistid"": """", ""@eventid"": ""630712610""}, {""@type"": ""subst"", ""@minute"": ""75"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Gonzalez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""E. Lunyamila"", ""@assistid"": """", ""@eventid"": ""630712611""}, {""@type"": ""goal"", ""@minute"": ""76"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. A. Casarez"", ""@result"": ""[0 - 2]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630712612""}, {""@type"": ""subst"", ""@minute"": ""83"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Kaci"", ""@result"": """", ""@playerId"": """", ""@assist"": ""Y. Lopez"", ""@assistid"": """", ""@eventid"": ""630712613""}, {""@type"": ""subst"", ""@minute"": ""83"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""G. Espinoza"", ""@result"": """", ""@playerId"": """", ""@assist"": ""L. Mercado"", ""@assistid"": """", ""@eventid"": ""630712614""}, {""@type"": ""subst"", ""@minute"": ""87"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""I. Hernandez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""K. Galicia"", ""@assistid"": """", ""@eventid"": ""630712615""}, {""@type"": ""yellowcard"", ""@minute"": ""87"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""W. Natis"", ""@result"": """", ""@playerId"": ""648202"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630712616""}, {""@type"": ""subst"", ""@minute"": ""90"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""M. Rodriguez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""K. Abud"", ""@assistid"": """", ""@eventid"": ""630712617""}]}, ""ht"": {""@score"": ""[0-1]""}, ""ft"": {""@score"": ""[0-2]""}}",sport_soccernew/home,3696151,FT,23:00,Estadio Alfonso Lastras Ramírez
