away_score,away_team,date,home_score,home_team,league,match_id,odds_data,raw_data,source,static_id,status,time,venue
1,Cruz Azul W,Aug 04,3,UNAM Pumas W,Mexico: Liga Mx Women - Apertura,6309797,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 04"", ""@formatted_date"": ""04.08.2025"", ""@time"": ""23:00"", ""@commentary_available"": """", ""@venue"": ""Estadio Ol\u00edmpico Universitario"", ""@v"": ""150"", ""@static_id"": ""3696152"", ""@fix_id"": ""4203537"", ""@id"": ""6309797"", ""localteam"": {""@name"": ""UNAM Pumas W"", ""@goals"": ""3"", ""@id"": ""33596""}, ""visitorteam"": {""@name"": ""Cruz Azul W"", ""@goals"": ""1"", ""@id"": ""33582""}, ""events"": {""event"": [{""@type"": ""yellowcard"", ""@minute"": ""17"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""L. Angeles"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097971""}, {""@type"": ""goal"", ""@minute"": ""40"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. Ribeiro"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097972""}, {""@type"": ""goal"", ""@minute"": ""52"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""L. Martinez (o.g.)"", ""@result"": ""[2 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097973""}, {""@type"": ""subst"", ""@minute"": ""57"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""K. Becerril"", ""@result"": """", ""@playerId"": """", ""@assist"": ""S. Flores"", ""@assistid"": """", ""@eventid"": ""63097974""}, {""@type"": ""subst"", ""@minute"": ""57"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""L. Herrera"", ""@result"": """", ""@playerId"": """", ""@assist"": ""M. Gonzalez"", ""@assistid"": """", ""@eventid"": ""63097975""}, {""@type"": ""subst"", ""@minute"": ""57"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Calderon"", ""@result"": """", ""@playerId"": """", ""@assist"": ""L. Angeles"", ""@assistid"": """", ""@eventid"": ""63097976""}, {""@type"": ""subst"", ""@minute"": ""57"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""N. Grimaldo"", ""@result"": """", ""@playerId"": """", ""@assist"": ""D. Blackwood"", ""@assistid"": ""204457"", ""@eventid"": ""63097977""}, {""@type"": ""goal"", ""@minute"": ""63"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""N. Bolanos"", ""@result"": ""[3 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097978""}, {""@type"": ""subst"", ""@minute"": ""68"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Hix"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Guerrero"", ""@assistid"": """", ""@eventid"": ""63097979""}, {""@type"": ""subst"", ""@minute"": ""72"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Garcia"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Chavarin"", ""@assistid"": """", ""@eventid"": ""630979710""}, {""@type"": ""subst"", ""@minute"": ""79"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Gutierrez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Martinez"", ""@assistid"": ""111340"", ""@eventid"": ""630979711""}, {""@type"": ""goal"", ""@minute"": ""84"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""V. Miranda"", ""@result"": ""[3 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979712""}, {""@type"": ""yellowcard"", ""@minute"": ""90"", ""@extra_min"": ""1"", ""@team"": ""visitorteam"", ""@player"": ""D. Gutierrez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979713""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[3-1]""}}",sport_soccernew/home,3696152,FT,23:00,Estadio Olímpico Universitario
2,Toluca W,Aug 05,1,Pachuca W,Mexico: Liga Mx Women - Apertura,6310708,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""01:00"", ""@commentary_available"": """", ""@venue"": ""Estadio Hidalgo"", ""@v"": ""150"", ""@static_id"": ""3696153"", ""@fix_id"": ""4203538"", ""@id"": ""6310708"", ""localteam"": {""@name"": ""Pachuca W"", ""@goals"": ""1"", ""@id"": ""33592""}, ""visitorteam"": {""@name"": ""Toluca W"", ""@goals"": ""2"", ""@id"": ""33590""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""7"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""F. Robert"", ""@result"": ""[0 - 1]"", ""@playerId"": ""133447"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107081""}, {""@type"": ""yellowcard"", ""@minute"": ""28"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""N. Nicosia"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107082""}, {""@type"": ""yellowcard"", ""@minute"": ""28"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""S. Vazquez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107083""}, {""@type"": ""yellowcard"", ""@minute"": ""39"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""K. Martinez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107084""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""M. Cadena"", ""@result"": """", ""@playerId"": """", ""@assist"": ""J. Orejel"", ""@assistid"": """", ""@eventid"": ""63107085""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Godinez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""M. P. Garcia Ramirez"", ""@assistid"": """", ""@eventid"": ""63107086""}, {""@type"": ""subst"", ""@minute"": ""51"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""C. Peraza"", ""@result"": """", ""@playerId"": """", ""@assist"": ""S. Vazquez"", ""@assistid"": """", ""@eventid"": ""63107087""}, {""@type"": ""goal"", ""@minute"": ""54"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""V. Corral"", ""@result"": ""[1 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107088""}, {""@type"": ""goal"", ""@minute"": ""60"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""S. van de Sanden"", ""@result"": ""[1 - 2]"", ""@playerId"": ""55809"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63107089""}, {""@type"": ""subst"", ""@minute"": ""67"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""K. Nieto"", ""@result"": """", ""@playerId"": """", ""@assist"": ""E. R. Sanchez Stickel"", ""@assistid"": """", ""@eventid"": ""631070810""}, {""@type"": ""subst"", ""@minute"": ""69"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""B. Cuevas"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Erceg"", ""@assistid"": ""19592"", ""@eventid"": ""631070811""}, {""@type"": ""subst"", ""@minute"": ""78"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""F. Monroy"", ""@result"": """", ""@playerId"": """", ""@assist"": ""F. Robert"", ""@assistid"": ""133447"", ""@eventid"": ""631070812""}, {""@type"": ""subst"", ""@minute"": ""81"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""N. Diaz"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Oke"", ""@assistid"": """", ""@eventid"": ""631070813""}]}, ""ht"": {""@score"": ""[0-1]""}, ""ft"": {""@score"": ""[1-2]""}}",sport_soccernew/home,3696153,FT,01:00,Estadio Hidalgo
1,Guadalajara Chivas W,Aug 05,2,Santos Laguna W,Mexico: Liga Mx Women - Apertura,6309798,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""01:00"", ""@commentary_available"": """", ""@venue"": ""Estadio Corona"", ""@v"": ""150"", ""@static_id"": ""3696154"", ""@fix_id"": ""4203539"", ""@id"": ""6309798"", ""localteam"": {""@name"": ""Santos Laguna W"", ""@goals"": ""2"", ""@id"": ""33597""}, ""visitorteam"": {""@name"": ""Guadalajara Chivas W"", ""@goals"": ""1"", ""@id"": ""33581""}, ""events"": {""event"": [{""@type"": ""goal"", ""@minute"": ""37"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""L. M. Romero Torres"", ""@result"": ""[1 - 0]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097981""}, {""@type"": ""yellowcard"", ""@minute"": ""43"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""M. Santana"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097982""}, {""@type"": ""yellowcard"", ""@minute"": ""45"", ""@extra_min"": ""2"", ""@team"": ""localteam"", ""@player"": ""K. Rodriguez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097983""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""D. Castro"", ""@result"": """", ""@playerId"": """", ""@assist"": ""D. Godinez"", ""@assistid"": """", ""@eventid"": ""63097984""}, {""@type"": ""subst"", ""@minute"": ""55"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""V. Ikechukwu"", ""@result"": """", ""@playerId"": ""333741"", ""@assist"": ""M. Santana"", ""@assistid"": """", ""@eventid"": ""63097985""}, {""@type"": ""subst"", ""@minute"": ""55"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""Y. Novella"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Gomez"", ""@assistid"": """", ""@eventid"": ""63097986""}, {""@type"": ""subst"", ""@minute"": ""55"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Iturbide"", ""@result"": """", ""@playerId"": """", ""@assist"": ""A. Lopez"", ""@assistid"": """", ""@eventid"": ""63097987""}, {""@type"": ""subst"", ""@minute"": ""55"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. De La Rosa"", ""@result"": """", ""@playerId"": """", ""@assist"": ""D. Delgado"", ""@assistid"": """", ""@eventid"": ""63097988""}, {""@type"": ""goal"", ""@minute"": ""57"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""K. Guzman (pen.)"", ""@result"": ""[1 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63097989""}, {""@type"": ""yellowcard"", ""@minute"": ""61"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. G. Felix Rosales"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979810""}, {""@type"": ""subst"", ""@minute"": ""65"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""I. A. Gonzalez Rendon"", ""@result"": """", ""@playerId"": """", ""@assist"": ""J. Montoya"", ""@assistid"": """", ""@eventid"": ""630979811""}, {""@type"": ""subst"", ""@minute"": ""68"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. Pickard"", ""@result"": """", ""@playerId"": """", ""@assist"": ""H. Ibarra"", ""@assistid"": """", ""@eventid"": ""630979812""}, {""@type"": ""subst"", ""@minute"": ""78"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Vazquez"", ""@result"": """", ""@playerId"": """", ""@assist"": ""D. Padilla"", ""@assistid"": """", ""@eventid"": ""630979813""}, {""@type"": ""yellowcard"", ""@minute"": ""80"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Salazar"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979814""}, {""@type"": ""yellowcard"", ""@minute"": ""81"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. Pickard"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979815""}, {""@type"": ""goal"", ""@minute"": ""90"", ""@extra_min"": ""4"", ""@team"": ""localteam"", ""@player"": ""S. Nabweteme (pen.)"", ""@result"": ""[2 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979816""}, {""@type"": ""yellowcard"", ""@minute"": ""90"", ""@extra_min"": ""5"", ""@team"": ""visitorteam"", ""@player"": ""C. Montero"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""630979817""}]}, ""ht"": {""@score"": ""[1-0]""}, ""ft"": {""@score"": ""[2-1]""}}",sport_soccernew/home,3696154,FT,01:00,Estadio Corona
1,Esteli,Aug 05,0,Rancho Santana,Nicaragua: Liga Primera - Apertura,6312100,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""00:00"", ""@commentary_available"": """", ""@venue"": ""Estadio Nacional de F\u00fatbol"", ""@v"": ""150"", ""@static_id"": ""3714354"", ""@fix_id"": ""4221749"", ""@id"": ""6312100"", ""localteam"": {""@name"": ""Rancho Santana"", ""@goals"": ""0"", ""@id"": ""40856""}, ""visitorteam"": {""@name"": ""Esteli"", ""@goals"": ""1"", ""@id"": ""13567""}, ""events"": {""event"": {""@type"": ""goal"", ""@minute"": ""30"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Casado"", ""@result"": ""[0 - 1]"", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""63121001""}}, ""ht"": {""@score"": ""[0-1]""}, ""ft"": {""@score"": ""[0-1]""}}",sport_soccernew/home,3714354,FT,00:00,Estadio Nacional de Fútbol
?,Saprissa,Aug 06,?,Verdes,North & Central America: Concacaf Central American Cup,6169399,,"{""@status"": ""00:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 06"", ""@formatted_date"": ""06.08.2025"", ""@time"": ""00:00"", ""@commentary_available"": """", ""@heatmap"": """", ""@venue"": """", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": """", ""@fix_id"": """", ""@id"": ""6169399"", ""localteam"": {""@name"": ""Verdes"", ""@goals"": ""?"", ""@id"": ""6942""}, ""visitorteam"": {""@name"": ""Saprissa"", ""@goals"": ""?"", ""@id"": ""8198""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,,00:00,00:00,
?,Club Leon,Aug 05,?,Columbus Crew,North & Central America: Leagues Cup,6315729,,"{""@status"": ""23:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""23:30"", ""@commentary_available"": ""18724"", ""@heatmap"": """", ""@venue"": ""Lower.com Field"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3653679"", ""@fix_id"": ""4161052"", ""@id"": ""6315729"", ""localteam"": {""@name"": ""Columbus Crew"", ""@goals"": ""?"", ""@id"": ""17306""}, ""visitorteam"": {""@name"": ""Club Leon"", ""@goals"": ""?"", ""@id"": ""12944""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3653679,23:30,23:30,Lower.com Field
?,New York City,Aug 05,?,Toluca,North & Central America: Leagues Cup,6315730,,"{""@status"": ""23:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""23:30"", ""@commentary_available"": ""18724"", ""@heatmap"": """", ""@venue"": ""Yankee Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3653682"", ""@fix_id"": ""4161055"", ""@id"": ""6315730"", ""localteam"": {""@name"": ""Toluca"", ""@goals"": ""?"", ""@id"": ""12976""}, ""visitorteam"": {""@name"": ""New York City"", ""@goals"": ""?"", ""@id"": ""24216""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3653682,23:30,23:30,Yankee Stadium
?,Puebla,Aug 06,?,CF Montreal,North & Central America: Leagues Cup,6315731,,"{""@status"": ""00:00"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 06"", ""@formatted_date"": ""06.08.2025"", ""@time"": ""00:00"", ""@commentary_available"": ""18724"", ""@heatmap"": """", ""@venue"": ""Stade Saputo"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3653681"", ""@fix_id"": ""4161054"", ""@id"": ""6315731"", ""localteam"": {""@name"": ""CF Montreal"", ""@goals"": ""?"", ""@id"": ""7920""}, ""visitorteam"": {""@name"": ""Puebla"", ""@goals"": ""?"", ""@id"": ""12959""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3653681,00:00,00:00,Stade Saputo
?,Pachuca,Aug 06,?,Houston Dynamo,North & Central America: Leagues Cup,6315732,,"{""@status"": ""00:30"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 06"", ""@formatted_date"": ""06.08.2025"", ""@time"": ""00:30"", ""@commentary_available"": ""18724"", ""@heatmap"": """", ""@venue"": ""Shell Energy Stadium"", ""@coveredLive"": ""True"", ""@v"": ""0"", ""@static_id"": ""3653680"", ""@fix_id"": ""4161053"", ""@id"": ""6315732"", ""localteam"": {""@name"": ""Houston Dynamo"", ""@goals"": ""?"", ""@id"": ""17327""}, ""visitorteam"": {""@name"": ""Pachuca"", ""@goals"": ""?"", ""@id"": ""12956""}, ""events"": null, ""ht"": {""@score"": """"}}",sport_soccernew/home,3653680,00:30,00:30,Shell Energy Stadium
2,Plaza Amador,Aug 05,0,UMECIT,Panama: Lpf - Clausura,6220073,,"{""@status"": ""FT"", ""@timer"": """", ""@inj_time"": """", ""@inj_minute"": """", ""@date"": ""Aug 05"", ""@formatted_date"": ""05.08.2025"", ""@time"": ""01:30"", ""@commentary_available"": """", ""@venue"": ""COS Sports Plaza"", ""@v"": ""150"", ""@static_id"": ""3709790"", ""@fix_id"": ""4217184"", ""@id"": ""6220073"", ""localteam"": {""@name"": ""UMECIT"", ""@goals"": ""0"", ""@id"": ""37748""}, ""visitorteam"": {""@name"": ""Plaza Amador"", ""@goals"": ""2"", ""@id"": ""13860""}, ""events"": {""event"": [{""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""R. Phillips"", ""@result"": """", ""@playerId"": ""555506"", ""@assist"": ""Y. Murillo"", ""@assistid"": """", ""@eventid"": ""62200731""}, {""@type"": ""subst"", ""@minute"": ""46"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. Lara"", ""@result"": """", ""@playerId"": """", ""@assist"": ""J. Sanchez"", ""@assistid"": ""471810"", ""@eventid"": ""62200732""}, {""@type"": ""goal"", ""@minute"": ""53"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Rose"", ""@result"": ""[0 - 1]"", ""@playerId"": ""535425"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62200733""}, {""@type"": ""yellowcard"", ""@minute"": ""61"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""H. Peralta"", ""@result"": """", ""@playerId"": ""858183"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62200734""}, {""@type"": ""yellowcard"", ""@minute"": ""64"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""A. Sanchez"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62200735""}, {""@type"": ""subst"", ""@minute"": ""66"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Rodriguez"", ""@result"": """", ""@playerId"": ""302599"", ""@assist"": ""A. Castillo"", ""@assistid"": """", ""@eventid"": ""62200736""}, {""@type"": ""subst"", ""@minute"": ""66"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""K. Candelo"", ""@result"": """", ""@playerId"": """", ""@assist"": ""H. Peralta"", ""@assistid"": ""858183"", ""@eventid"": ""62200737""}, {""@type"": ""yellowcard"", ""@minute"": ""67"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Araya"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62200738""}, {""@type"": ""goal"", ""@minute"": ""72"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""E. Rose"", ""@result"": ""[0 - 2]"", ""@playerId"": ""535425"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""62200739""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""S. Cunningham"", ""@result"": """", ""@playerId"": ""336571"", ""@assist"": ""R. Avila"", ""@assistid"": ""394778"", ""@eventid"": ""622007310""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Catuy"", ""@result"": """", ""@playerId"": ""250849"", ""@assist"": ""E. Japa"", ""@assistid"": """", ""@eventid"": ""622007311""}, {""@type"": ""subst"", ""@minute"": ""74"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""J. Rivera"", ""@result"": """", ""@playerId"": """", ""@assist"": ""E. Gomez"", ""@assistid"": """", ""@eventid"": ""622007312""}, {""@type"": ""yellowcard"", ""@minute"": ""76"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""A. Garcia"", ""@result"": """", ""@playerId"": """", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""622007313""}, {""@type"": ""subst"", ""@minute"": ""80"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""O. Cordoba"", ""@result"": """", ""@playerId"": ""276511"", ""@assist"": ""E. Rose"", ""@assistid"": ""535425"", ""@eventid"": ""622007314""}, {""@type"": ""subst"", ""@minute"": ""81"", ""@extra_min"": """", ""@team"": ""visitorteam"", ""@player"": ""J. Forero"", ""@result"": """", ""@playerId"": ""601152"", ""@assist"": ""A. Knight"", ""@assistid"": """", ""@eventid"": ""622007315""}, {""@type"": ""yellowcard"", ""@minute"": ""86"", ""@extra_min"": """", ""@team"": ""localteam"", ""@player"": ""M. Gamboa"", ""@result"": """", ""@playerId"": ""560544"", ""@assist"": """", ""@assistid"": """", ""@eventid"": ""622007316""}]}, ""ht"": {""@score"": ""[0-0]""}, ""ft"": {""@score"": ""[0-2]""}}",sport_soccernew/home,3709790,FT,01:30,COS Sports Plaza
